,Loan Type,Loan Amount,Type of city,Gender,Age,Marital Status,Qualification,Employment,Loan Entity,No. of Loans,Debt,Loan Term,Annual_Income,Defaulting Payment Status,Monthly EMI,Payment_History_Monthly,Intrest Rate (Anual),Debt (Approx Anual Debt Amount),Debt to Income Ratio,Assets,distance_from_center,clusters,credit_score,Segment
24,0.0,0.012639181462533856,0.3333333333333333,0.0,0.5526315789473684,0.0,0.2,1.0,0.6666666666666666,0.0,0.6666666666666666,0.30434782608695654,0.04285919746871854,0.0,0.025293586269196026,0.044643853745251885,0.47566574839302106,0.013254622410336378,0.025065050856649198,0.4,0.73560162897509,1,0.8253450081666678,Low
25,0.75,0.10592837797171231,0.0,1.0,0.07894736842105254,0.0,0.6000000000000001,0.5,1.0,0.0,1.0,0.6521739130434783,0.22795915432187544,0.0,0.10538994278831677,0.04842440809431054,0.17401285583103765,0.1064825128090889,0.03878194438853017,0.0,0.8754670195824497,3,6.631594826824541,Excellent
26,0.0,0.013140736282475675,0.0,0.0,0.3157894736842104,0.0,0.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.4782608695652174,0.04314684308931396,1.0,0.01713026196928636,0.015811771087123287,0.25344352617079885,0.013700155936734239,0.025739886975728512,0.4,1.3205813083714892,1,2.9134005995361574,Good
27,0.5,0.056976627545390714,0.3333333333333333,1.0,0.7894736842105261,0.5,0.0,1.0,1.0,0.0,0.3333333333333333,0.6521739130434783,0.2516899180209981,0.0,0.05640855164107197,0.050294531166299936,0.28007346189164367,0.057585208286923595,0.019005736649733925,1.0,1.1258754348047582,0,5.189866569281855,Good
28,0.25,0.048048951750426325,0.0,0.0,0.26315789473684204,0.0,0.4,0.5,0.6666666666666666,0.0,0.6666666666666666,0.6521739130434783,0.15791744570688912,0.0,0.04747582053598315,0.042452407027940696,0.2814508723599633,0.0485631543773669,0.02546823640739085,0.6000000000000001,0.671860684040247,1,1.7673456334015945,Low
29,0.75,0.05717724947336744,0.0,0.0,0.5263157894736841,0.5,0.4,1.0,0.3333333333333333,0.0,0.3333333333333333,0.4782608695652174,0.13317992233568243,0.0,0.07588075880758807,0.06738935514019917,0.5808080808080809,0.05769659166852306,0.035824336264845984,0.0,0.8507894017265926,1,2.852060602847764,Good
30,0.0,0.022971210753335337,0.3333333333333333,1.0,0.36842105263157887,0.5,0.2,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.30434782608695654,0.04933122393211563,0.0,0.04597024992472148,0.04113065318875334,0.48301193755739197,0.02361327689908666,0.038945133893477965,0.4,0.8440813209713586,0,3.831732395960886,Good
31,0.0,0.012037315678603673,0.0,1.0,0.21052631578947367,0.0,0.4,0.5,0.6666666666666666,0.0,0.3333333333333333,0.4782608695652174,0.04271537465842082,0.0,0.015657934357121348,0.014519201572705196,0.2552800734618916,0.012586322120739585,0.023879048703451578,0.6000000000000001,0.6827258949547189,0,3.579786281350918,Good
32,0.5,0.020062192797672785,0.3333333333333333,0.0,0.39473684210526305,0.0,0.8,0.5,1.0,1.0,0.3333333333333333,0.4782608695652174,0.11059974111894146,0.0,0.02636410719662752,0.023918245993320004,0.2754820936639118,0.020605925595901093,0.015376310322712673,0.2,1.1293158618113601,1,2.0831907138869568,Low
33,1.0,0.7404955361621025,0.0,1.0,0.2894736842105262,0.0,1.0,0.5,0.6666666666666666,0.0,0.6666666666666666,0.6521739130434783,0.27038688335970085,1.0,0.740339415838603,0.650723523821959,0.1712580348943985,0.0,0.0,0.0,1.444292029620073,2,9.366656216997097,Excellent
34,0.0,0.004213060487511285,1.0,1.0,0.18421052631578938,0.5,0.2,1.0,1.0,0.0,0.0,0.13043478260869565,0.02272400402703869,0.0,0.018066847335140017,0.016634007715404953,0.30899908172635443,0.004789485408777011,0.016649913767249485,0.0,1.1212378848741367,0,3.0684200295950355,Good
35,0.5,0.04544086668672886,0.0,1.0,0.26315789473684204,0.0,0.2,1.0,0.6666666666666666,0.0,0.6666666666666666,0.30434782608695654,0.12757083273407163,0.0,0.09093646492020475,0.08060689353207266,0.21303948576675852,0.046001336600579194,0.029805886684330967,1.0,0.9953591781181623,0,5.343581426814026,Good
36,0.25,0.004614304343464741,1.0,1.0,0.6052631578947367,0.5,0.0,1.0,0.0,0.3333333333333333,0.0,0.30434782608695654,0.02056666187257299,1.0,0.009234327009936765,0.008879859512582017,0.28558310376492196,0.005235018935174873,0.019994671510906302,0.0,1.4738818300947305,0,5.906730263486564,Excellent
37,0.75,0.17945631457518307,0.0,0.0,0.5263157894736841,0.5,0.2,1.0,0.0,1.0,0.6666666666666666,0.8260869565217391,0.2965626348338846,0.0,0.1429289972899729,0.12625160043241865,0.27180899908172634,0.17999554466473602,0.05045698096094723,0.4,1.3008568967943415,1,3.4206775181794793,Good
38,1.0,0.3753636272444578,0.3333333333333333,1.0,0.3421052631578947,0.0,0.4,0.5,0.3333333333333333,0.0,0.6666666666666666,0.6521739130434783,0.07996548252552854,0.0,0.374987292984041,0.05728379628343123,0.30945821854912764,0.3756961461349967,0.38603608038770515,0.6000000000000001,0.9748907653387757,3,7.183203214222371,Excellent
39,0.75,0.06891363226000602,0.0,1.0,0.2894736842105262,0.0,0.0,0.0,0.3333333333333333,1.0,0.6666666666666666,0.4782608695652174,0.05709765568819214,1.0,0.09153869316470943,0.0811355950677476,0.5426997245179064,0.06950323011806639,0.09938447781366222,0.2,1.5848648212655667,3,8.193432109980263,Excellent
40,0.75,0.19319891664158895,0.0,1.0,0.6052631578947367,0.5,0.4,0.5,0.6666666666666666,0.3333333333333333,1.0,0.4782608695652174,0.304904357831152,0.0,0.2573523637458597,0.2267048922106572,0.22589531680440772,0.19369570060147026,0.05281823985519033,0.0,0.6381218806452268,3,6.588255967601223,Excellent
41,0.25,0.02427525328518407,0.0,0.0,0.26315789473684204,0.5,0.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.4782608695652174,0.10312095498346037,0.0,0.03198506473953629,0.02885293464669562,0.19696969696969696,0.024838494096680777,0.019862240937385128,1.0,1.007224898655525,1,1.3349932818877996,Low
42,1.0,0.17955662553917145,1.0,0.0,0.2894736842105262,1.0,0.8,0.5,1.0,0.0,1.0,0.8260869565217391,0.06601466992665037,0.0,0.14300897320084313,0.12632181199635628,0.13957759412304865,0.17999554466473602,0.22328292224017646,0.0,1.5651500016551856,1,4.504501320606988,Good
43,0.75,0.23542983248069016,0.0,1.0,0.4473684210526314,0.0,0.0,0.5,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.8260869565217391,0.34143535164677113,0.0,0.18773477868112015,0.16558699468663415,0.47612488521579427,0.23591000222766764,0.05747274199244772,0.2,0.9845376201240054,3,6.449894925191054,Excellent
44,0.25,0.024977430033102616,0.0,0.0,0.26315789473684204,0.0,0.4,0.5,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.4782608695652174,0.09089601610815475,0.0,0.03292165010538995,0.029675171274977288,0.39761248852157943,0.025618177767877035,0.023202234459616607,0.0,0.7358035987509625,1,1.6688133211253267,Low
45,0.75,0.24215066706791052,0.0,1.0,0.3157894736842104,0.0,0.4,0.5,0.6666666666666666,0.3333333333333333,1.0,0.4782608695652174,0.3717819646195886,1.0,0.3226604034929238,0.28403940154539037,0.5472910927456383,0.24259300512363557,0.054293508563014375,0.6000000000000001,1.1576216809516051,3,8.61355463944604,Excellent
46,0.0,0.018055973517905506,0.3333333333333333,1.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.6666666666666666,0.30434782608695654,0.05364590824104703,0.0,0.03613369467028004,0.03249505378565314,0.4724517906336087,0.018601024727110716,0.028269173571524378,0.2,0.8037384597136961,0,3.8292737785067095,Good
47,0.75,0.07744006419901696,0.0,1.0,0.10526315789473673,0.5,0.8,0.5,0.3333333333333333,0.0,0.3333333333333333,0.30434782608695654,0.25873723572558605,0.0,0.15497356218006628,0.13682563114591745,0.49540863177226807,0.07796836711962575,0.025035693056509746,0.4,0.7931724638897673,3,5.776423538415188,Excellent
48,0.25,0.04483900090279867,0.3333333333333333,0.0,0.5263157894736841,1.0,0.4,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.30434782608695654,0.11160650079102545,0.0,0.08973200843119543,0.07954949046072278,0.5064279155188247,0.04544441969258187,0.033608606853337664,0.4,0.8310391662191899,1,1.2582874715006533,Low
49,0.0,0.01564851038218477,0.3333333333333333,0.0,0.13157894736842102,0.5,0.4,0.5,0.3333333333333333,0.0,0.3333333333333333,0.30434782608695654,0.07018553142528404,0.0,0.0313158687142427,0.02826544150025363,0.5101010101010099,0.016261973713521942,0.018995751099763585,0.8,0.7961968261778544,1,0.4933814759863757,Low
50,0.5,0.06540274852041329,0.0,0.0,0.13157894736842102,0.5,0.4,1.0,0.3333333333333333,0.0,0.6666666666666666,0.30434782608695654,0.3592693801236876,1.0,0.13088443239987957,0.11567756971891985,0.7102846648301191,0.0,0.0,0.0,1.215008064507125,1,4.353159999712034,Good
51,0.0,0.0033102618116160097,0.6666666666666667,1.0,0.13157894736842102,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.21739130434782608,0.00445850711922911,0.0,0.009234327009936765,0.008879859512582017,0.5371900826446281,0.0038984183559812877,0.056580666248221494,0.4,1.0148041144794024,0,3.4449331864707537,Good
52,0.75,0.1371250877720935,0.0,1.0,0.5263157894736841,0.5,0.6000000000000001,0.5,0.6666666666666666,0.0,1.0,0.4782608695652174,0.3940745002157342,0.0,0.18254212586570312,0.16102831856543057,0.4651056014692377,0.15927823568723548,0.03363731342617451,0.6000000000000001,0.5806122124027654,3,6.560207658277043,Excellent
53,0.75,0.16922459624836997,0.0,1.0,0.7105263157894737,0.5,1.0,0.5,0.0,0.0,1.0,0.6521739130434783,0.6922191859628937,1.0,0.16872411924119243,0.23785216227719622,0.13774104683195587,0.0,0.0,0.0,1.434317321083328,3,8.66406864756624,Excellent
54,0.5,0.03771692245962484,0.3333333333333333,0.0,0.7368421052631577,0.5,0.6000000000000001,0.5,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.4782608695652174,0.2078239608801956,0.0,0.04991797651309847,0.08838138616998838,0.44260789715335164,0.03831588327021609,0.015298682812565249,0.6000000000000001,0.69747686445021,1,2.4254904745480736,Low
55,1.0,0.5861169625840105,0.0,1.0,0.5,0.5,0.6000000000000001,0.5,0.6666666666666666,0.0,1.0,1.0,0.22824679994247088,0.0,0.3901769346582355,0.3433127651517507,0.13820018365472908,0.5863221207395857,0.21327649633187928,0.6000000000000001,0.6586564633307611,2,7.7960752437292715,Excellent
56,0.0,0.01765472966195205,0.0,1.0,0.26315789473684204,0.0,0.6000000000000001,0.5,1.0,0.6666666666666666,0.6666666666666666,0.30434782608695654,0.08960161081547532,0.0,0.035330563083408616,0.03718357900401851,0.12947658402203854,0.01826687458231232,0.016779799762716333,0.6000000000000001,0.9764967272256241,0,3.8290730750410624,Good
57,0.0,0.0003009328919650918,0.3333333333333333,0.0,0.0,0.0,0.4,0.5,1.0,0.0,0.0,0.0,0.002013519344167985,0.0,0.013249021379102681,0.012404395430005436,0.1074380165289256,0.0008910670527957229,0.022491693418253546,0.4,1.0885668509676276,1,0.0,Low
58,0.25,0.00842612097502257,0.6666666666666667,1.0,0.07894736842105254,0.5,0.8,1.0,1.0,0.3333333333333333,0.0,0.0,0.07550697540629943,0.0,0.14333032219211084,0.12660392713579244,0.17263544536271802,0.009022053909556694,0.009808526395500929,0.8,1.13214841695116,0,3.7555883371216114,Good
59,0.25,0.04403651319089177,0.0,0.0,0.02631578947368418,0.0,0.2,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6521739130434783,0.17546382856321013,0.0,0.04346064438422162,0.03892744814928873,0.384297520661157,0.044553352639786145,0.021045929555637576,0.6000000000000001,0.7793686435146694,1,1.7653385987451233,Low
60,0.25,0.013441669174440767,0.0,1.0,0.39473684210526305,0.5,0.8,0.5,1.0,0.0,0.6666666666666666,0.4782608695652174,0.08744426866100963,0.0,0.01753158687142427,0.03037479144310522,0.25987144168962345,0.014034306081532636,0.013205212193386284,0.0,0.8155398956598647,3,4.664262370041779,Good
61,0.0,0.02327214364530043,0.0,1.0,0.2894736842105262,0.0,0.6000000000000001,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.4782608695652174,0.13073493456062132,0.0,0.030646672688949116,0.027677948353811637,0.5587695133149679,0.02383604366228559,0.015074089705378237,0.0,0.9912344443685395,0,3.9188747865616818,Good
62,0.5,0.0414284281271943,0.3333333333333333,1.0,0.10526315789473673,0.5,0.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6521739130434783,0.17934704444124838,0.0,0.04085130984643181,0.036636690135516355,0.8755739210284663,0.04199153486299844,0.019409382346785315,0.8,1.026275081209049,0,5.5155581181606745,Excellent
63,0.75,0.20643996388805297,0.0,1.0,0.5789473684210527,0.5,0.4,0.5,0.3333333333333333,0.0,1.0,0.8260869565217391,0.4585071192291097,0.0,0.16452875639867512,0.09107932895847616,0.37373737373737376,0.20695032301180666,0.03758054531044223,0.6000000000000001,0.7267796322132446,3,6.768862907970696,Excellent
64,0.75,0.1871802588022871,0.0,1.0,0.6052631578947367,0.5,0.6000000000000001,1.0,0.6666666666666666,0.0,1.0,0.4782608695652174,0.5419243492017833,0.0,0.2493224932249323,0.21965539741458184,0.3521579430670339,0.18768099799509913,0.02884781499233834,0.0,0.7720125288521722,3,6.585245415616518,Excellent
65,0.75,0.10121376266425922,0.0,1.0,0.1578947368421052,0.0,0.0,0.5,0.6666666666666666,0.0,1.0,0.6521739130434783,0.1402272400402704,0.0,0.100672327612165,0.089154094038408,0.4471992653810836,0.10180441078191134,0.06006356442758279,1.0,1.0828429609611454,3,6.629236561103188,Excellent
66,0.0,0.010532651218778213,0.3333333333333333,1.0,0.07894736842105254,0.5,0.4,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6521739130434783,0.05925499784265784,0.0,0.009936766034327011,0.009496536983793269,0.43893480257116607,0.011138338159946536,0.015359529337730491,0.6000000000000001,0.8141246700570928,0,3.6660255063563008,Good
67,0.75,0.09027986758952754,0.0,1.0,0.2894736842105262,0.5,0.2,1.0,0.3333333333333333,0.0,0.6666666666666666,0.4782608695652174,0.12584495901049908,1.0,0.12004432399879555,0.12309241842420802,0.45087235996326896,0.0,0.0,1.0,1.2939395083142728,3,8.20411956952597,Excellent
68,1.0,0.1932992276055773,0.3333333333333333,1.0,0.6578947368421051,0.5,0.6000000000000001,0.5,1.0,0.0,1.0,0.4782608695652174,0.07104846828707033,0.0,0.2574858175248419,0.2268220524709628,0.14646464646464646,0.19380708398306973,0.22368726902018038,0.6000000000000001,0.8574211577078131,3,7.338610961856087,Excellent
69,0.0,0.02527836292506771,0.0,0.0,0.23684210526315785,0.0,0.4,0.5,0.0,0.0,0.6666666666666666,0.6521739130434783,0.08801955990220048,0.0,0.024691358024691357,0.02244972460782929,0.1496786042240587,0.025840944531075966,0.024157744761014087,0.0,1.0235810494647148,1,1.0056508933376702,Low
70,0.25,0.016651620022068412,0.0,0.0,0.23684210526315785,0.5,0.4,1.0,0.6666666666666666,0.0,0.6666666666666666,0.4782608695652174,0.09060837048755932,0.0,0.02181415236374586,0.0199238001509887,0.38475665748393023,0.01726442414791713,0.01568522828034958,0.6000000000000001,0.6005820927142783,1,1.6646487242131496,Low
71,0.0,0.004714615307453105,0.0,1.0,0.10526315789473673,0.5,0.8,0.5,1.0,0.0,0.3333333333333333,0.21739130434782608,0.03825686753919171,0.0,0.012981150255947005,0.011726896134130143,0.2754820936639118,0.005346402316774338,0.011286740725141672,0.0,0.973246502533157,0,3.4456356486005184,Good
72,0.25,0.03540977028789247,0.6666666666666667,1.0,0.42105263157894735,0.5,0.8,0.5,0.3333333333333333,0.0,0.6666666666666666,0.4782608695652174,0.2373076369912268,0.0,0.04683986750978622,0.04189409820626796,0.549586776859504,0.03597683225662731,0.012589722015539694,0.4,0.8087816967725264,0,4.675250884785957,Good
73,0.5,0.0597853345370649,0.0,1.0,0.3157894736842104,0.0,0.8,1.0,1.0,0.0,0.6666666666666666,0.4782608695652174,0.3034661297281749,0.0,0.07936019271303825,0.0704439811327147,0.1992653810835629,0.060369792826910226,0.016539726896543615,0.0,0.8824708753481375,3,5.43774843871247,Excellent
74,0.75,0.18758150265824056,0.0,1.0,0.21052631578947367,0.0,0.6000000000000001,1.0,0.6666666666666666,0.0,1.0,0.8260869565217391,0.45232273838630804,0.0,0.14943306233062334,0.131961577017708,0.524793388429752,0.18801514813989753,0.034607542201776274,0.6000000000000001,0.8844387285603983,3,6.759429845085284,Excellent
75,0.5,0.09870598856455011,0.0,1.0,1.0,1.0,0.6000000000000001,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6521739130434783,0.5042427729037825,0.0,0.09816320385426076,0.08695131196017195,0.1932966023875115,0.09924259300512364,0.01639126149153493,0.0,1.097405870957342,3,5.544208537881797,Excellent
76,0.75,0.147457117062895,0.3333333333333333,1.0,0.5,0.5,0.4,0.5,1.0,0.0,1.0,0.6521739130434783,0.11750323601323169,0.0,0.14694369165913884,0.1297761363498421,0.3030303030303029,0.14791713076409,0.1039628153258151,0.6000000000000001,0.682490842808823,3,6.652367635519015,Excellent
77,1.0,0.7078944728658843,0.0,1.0,0.39473684210526305,0.5,0.8,0.5,0.6666666666666666,0.0,0.6666666666666666,0.6521739130434783,0.33366891989069464,0.0,0.7077183980728696,0.6220852419987473,0.14692378328741967,0.7080641568278013,0.17649919414969928,0.0,0.7339152910544494,2,7.3495362113774,Excellent
78,1.0,0.22309158391012138,0.3333333333333333,1.0,0.6052631578947367,0.0,0.2,1.0,0.6666666666666666,0.0,1.0,0.6521739130434783,0.05364590824104703,1.0,0.22262354712436017,0.2314904870309725,0.14233241505968774,0.0,0.0,0.4,1.2676907815015634,3,9.441317906217817,Excellent
79,1.0,0.9440264820944929,0.0,1.0,0.36842105263157887,0.0,0.6000000000000001,0.5,1.0,0.0,1.0,0.6521739130434783,0.2765712642025025,0.0,0.943992773261066,0.8295126188156249,0.012855831037649201,0.943974159055469,0.2836564013504128,0.6000000000000001,1.019836616093277,2,7.80111900908336,Excellent
80,0.0,0.007222389407162203,0.6666666666666667,0.0,0.0,0.0,0.6000000000000001,1.0,1.0,1.0,0.3333333333333333,0.13043478260869565,0.03825686753919171,0.0,0.030111412225233367,0.02720803842890375,0.16988062442607899,0.007796836711962575,0.01645983021069335,0.8,1.3629168289596103,1,0.4021748402062272,Low
81,0.75,0.2269034005416792,0.0,1.0,0.6842105263157894,0.5,0.8,1.0,0.3333333333333333,0.0,1.0,0.6521739130434783,0.855026607219905,1.0,0.22643781993375492,0.19956473905893413,0.4462809917355371,0.0,0.0,0.0,1.349537148923945,3,8.69291977075301,Excellent
82,0.75,0.15337546393820845,0.0,1.0,0.21052631578947367,0.5,0.4,1.0,0.0,0.0,1.0,0.6521739130434783,0.3637278872429167,0.0,0.15286576332429994,0.13497517577105517,0.2819100091827364,0.15393183337046112,0.035210843546177,0.6000000000000001,0.9742010131164082,3,6.655328011637309,Excellent
83,0.0,0.015347577490219684,0.6666666666666667,1.0,0.26315789473684204,0.5,0.0,1.0,0.6666666666666666,0.0,0.6666666666666666,0.30434782608695654,0.06026175751474183,0.0,0.03071364046973803,0.027736739964578688,0.4733700642791551,0.015927823568723548,0.02160490062700082,0.4,0.7171781283920491,0,3.8279190301135917,Good
84,1.0,0.19981944026482096,0.6666666666666667,1.0,0.42105263157894735,0.5,0.0,1.0,1.0,0.6666666666666666,0.3333333333333333,0.4782608695652174,0.0588235294117647,1.0,0.26618488407106294,0.23445904041348015,0.09274563820018361,0.20026732011583873,0.2781463784591426,0.4,1.4990318015447828,3,8.675747625863435,Excellent
